benchmark,case,precision,input_size,time_ms,time_ms_stddev,time_ms_min,time_ms_max,time_ms_runs,device_allocation_bytes,device_allocation_mib,speedup_vs_double,speedup_vs_double_stddev,time_ratio_vs_double,time_ratio_vs_double_stddev,memory_ratio_vs_double,relative_residual,relative_error,solution_l2_error_vs_double,solution_linf_error_vs_double,output_delta_mse_vs_double,output_delta_l2_error_vs_double,output_delta_linf_error_vs_double,output_l2_error_vs_double,output_linf_error_vs_double,warmup_runs,measured_runs
dense_lu,double,double,5000,397.396932,1.96677475,396.102936,399.660217,3,200020016,190.753952,1,0,1,0,1,6.307961e-15,6.322394e-15,0,0,,,,,,1,3
dense_lu,digit1_1,mixed,5000,188.199107,0.329731862,187.818405,188.394211,3,50020016,47.702805,2.11157714,0.011086014,0.473579668,0.00248634575,0.250075052,2.963313e-04,2.967942e-04,0.000296794173,0.000574280328,,,,,,1,3
dense_lu,digit1_10,mixed,5000,236.605062,1.79729224,235.085892,238.589127,3,100020016,95.38652,1.67957916,0.0152273861,0.595387239,0.00539789463,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_2,mixed,5000,235.238836,0.951299105,234.597534,236.331833,3,100020016,95.38652,1.68933386,0.0107969097,0.591949301,0.00378328006,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_3,mixed,5000,235.945628,2.21466753,234.254471,238.452454,3,100020016,95.38652,1.68427334,0.0178721592,0.593727855,0.00630016426,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_4,mixed,5000,237.284226,1.61964677,235.479172,238.610535,3,100020016,95.38652,1.67477181,0.0141203347,0.59709627,0.00503423761,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_5,mixed,5000,237.819733,1.6779684,235.889343,238.929062,3,100020016,95.38652,1.67100067,0.0144012694,0.598443807,0.00515759847,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_6,mixed,5000,236.533361,2.41190928,234.485306,239.191833,3,100020016,95.38652,1.6800883,0.0190429684,0.595206812,0.0067463743,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_7,mixed,5000,236.263901,2.33314728,234.84198,238.956573,3,100020016,95.38652,1.68200445,0.018579344,0.594528749,0.0065671373,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_8,mixed,5000,236.285054,2.4835659,234.568771,239.132889,3,100020016,95.38652,1.68185387,0.0195394081,0.594581978,0.00690772256,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_9,mixed,5000,263.576467,45.6158095,235.730179,316.219635,3,100020016,95.38652,1.50771022,0.261038244,0.663257428,0.114833443,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_1,mixed,5000,188.129847,0.0865388493,188.040253,188.212967,3,50020016,47.702805,2.11235452,0.010499406,0.473405384,0.00235304977,0.250075052,2.963313e-04,2.967942e-04,0.000296794173,0.000574280328,,,,,,1,3
dense_lu,digit2_10,mixed,5000,236.932297,1.93242656,234.705978,238.175461,3,100020016,95.38652,1.67725944,0.016001339,0.596210685,0.00568795085,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_2,mixed,5000,238.931188,0.542455729,238.372101,239.455322,3,100020016,95.38652,1.66322754,0.00905634436,0.601240646,0.00327378077,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_3,mixed,5000,235.192169,0.793698093,234.368988,235.952667,3,100020016,95.38652,1.68966906,0.0101214545,0.591831869,0.00354519086,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_4,mixed,5000,237.277888,1.92867981,235.057861,238.540924,3,100020016,95.38652,1.67481654,0.0159384333,0.597080322,0.00568212974,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_5,mixed,5000,238.598246,0.315820312,238.303482,238.93158,3,100020016,95.38652,1.66554842,0.00853275842,0.600402839,0.00307591921,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_6,mixed,5000,235.858647,0.615440467,235.333511,236.535873,3,100020016,95.38652,1.68489448,0.0094267996,0.593508978,0.00332061756,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_7,mixed,5000,238.704157,0.19174401,238.500671,238.88147,3,100020016,95.38652,1.66480943,0.00834720118,0.60066935,0.00301170081,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_8,mixed,5000,236.048543,2.20538788,234.535965,238.579041,3,100020016,95.38652,1.68353902,0.0177997609,0.593986828,0.0062801179,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_9,mixed,5000,236.255818,2.08701683,234.847778,238.653564,3,100020016,95.38652,1.68206199,0.0170319529,0.59450841,0.00601977767,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
