Principal Components
0.490550,0.374517,0.495547,0.611172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.122939,-0.802671,0.569167,0.129051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.814566,-0.417468,-0.395210,-0.077541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.284130,-0.202922,-0.523728,0.777047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000

Explained Variance Ratio
0.434380,0.231337,0.197307,0.136976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000

Scores
0.081600,-0.007422,-0.016221,-0.036419
-0.059241,0.003369,0.039488,0.016094
0.079386,-0.026598,0.031196,-0.062207
-0.088558,0.035452,-0.046486,0.011953
-0.018741,0.017284,0.035705,0.043581
-0.094240,0.021557,-0.039279,0.041603
-0.036475,-0.063997,-0.038318,0.014905
0.089915,-0.040966,0.026153,0.024439
0.045507,-0.015866,-0.008457,-0.085606
-0.052441,0.062496,-0.051979,-0.017063
-0.100553,0.001019,-0.027335,0.086616
0.020689,-0.038343,-0.003362,-0.052983
-0.028594,0.016240,0.044003,0.012456
0.025633,-0.041374,-0.016652,-0.004526
-0.014840,0.014064,0.066663,-0.000170
0.033298,-0.034100,-0.063212,0.076635
0.031736,0.066961,-0.006403,0.026872
0.094110,-0.035217,0.027334,0.007011
-0.063077,0.029813,-0.005487,-0.003061
-0.063574,0.023735,0.006638,-0.004881
-0.095597,0.003886,0.004486,0.018958
-0.033271,-0.042754,-0.081998,0.026651
-0.066204,0.042854,-0.048645,0.028372
0.090248,-0.007743,-0.010590,-0.030776
-0.044167,0.061095,-0.045584,-0.009408
-0.044805,-0.044797,-0.067834,-0.015693
-0.123736,0.001597,-0.036098,0.059573
-0.023336,0.067457,-0.021072,-0.046556
-0.047015,0.007627,0.075683,-0.052647
0.087457,-0.044311,0.031083,0.022990
-0.036008,0.066000,-0.046300,-0.012280
-0.110543,-0.009035,0.031543,-0.013179
0.115539,0.030107,-0.044846,-0.063340
-0.027940,0.003073,0.063824,0.024967
-0.075144,-0.009611,0.061371,-0.006934
-0.002481,-0.070703,0.034807,-0.046267
0.033136,0.054130,0.015792,0.034547
-0.050764,0.035844,0.011267,-0.038659
0.113097,0.012786,-0.058476,0.028710
-0.020419,-0.041943,-0.022552,-0.075136
0.030845,-0.043278,-0.015164,0.009561
-0.165865,-0.004439,-0.027607,-0.011778
-0.024749,-0.041207,-0.064724,0.000724
-0.062017,0.010863,0.049637,-0.039553
0.079952,-0.006412,-0.011791,-0.052571
0.034497,-0.059961,0.012438,0.025507
-0.070416,0.031877,-0.020123,0.005340
-0.126281,-0.003521,-0.011728,0.024981
0.038269,-0.071220,0.049144,0.001489
0.002063,-0.028144,-0.060440,-0.010277
0.005727,0.029386,0.048409,0.014732
0.074067,-0.034978,0.018889,-0.013553
-0.050733,0.036212,-0.020152,0.024581
0.013738,0.036947,0.012038,0.074438
-0.023443,0.057173,-0.031891,0.016186
-0.084086,0.008175,0.006889,0.018293
-0.032909,0.061039,-0.029693,-0.021098
-0.092319,-0.003363,0.025330,0.010801
-0.006392,-0.001354,0.075301,0.058637
0.044498,-0.061571,0.039795,-0.005946
-0.078014,0.037069,-0.034406,0.000166
-0.032202,-0.039885,-0.052869,-0.042650
-0.022533,-0.046643,-0.037415,-0.029869
-0.089377,0.010920,0.009990,-0.008708
0.014718,-0.068682,0.046759,-0.047107
0.021033,-0.041340,-0.053136,0.061906
-0.014756,-0.054121,-0.018895,-0.024034
0.021620,-0.056458,0.020006,-0.027683
-0.001674,-0.067564,0.024791,-0.036593
-0.035035,0.006869,0.050551,0.024163
-0.059904,-0.005283,0.045661,0.036391
0.075537,0.071381,-0.005909,0.089212
0.040451,-0.052412,0.033145,-0.035963
