,0,1,2
0,1.423087738343368,2.4297305328256438,1.0
1,-1.0622463952854637,2.384234509134833,1.0
2,1.0581606992160408,1.8165223907839263,0.0
3,-0.06879023525351835,2.3145992236959696,0.0
4,-0.911445112759324,2.282115282870466,0.0
5,1.6873728805493249,2.0435028309536856,1.0
6,1.5259440969532423,1.9446024985757937,0.0
7,1.1673909989849818,2.0372904875975197,1.0
8,1.8101250732530048,2.6600099527633816,0.0
9,2.709584379396766,2.4889472780191673,0.0
10,-1.9222220233642253,2.5652187873312835,0.0
11,1.6687513994883174,2.006764323965891,0.0
12,1.6684374968935751,2.5405924721553603,1.0
13,-0.9362141037752179,2.311070791039314,0.0
14,2.547068689816721,2.398899519230485,1.0
15,1.3835962813902825,1.9937586872428514,0.0
16,-1.0132497490390922,2.078662105311282,0.0
17,1.20638316466637,2.8168067291392296,0.0
18,-0.7508501399366151,2.8095043229037295,1.0
19,0.18289166010941715,2.0144215370836873,0.0
20,-1.3014158712518908,3.040754641620728,1.0
21,1.8590392488930845,2.0910922168426094,0.0
22,1.428563202540184,2.6675291826805743,1.0
23,-0.8514527251377707,2.719684848860379,1.0
24,2.3520637631294044,1.2784502938485391,0.0
25,-1.5416896762430818,3.1087143110185287,0.0
26,-1.6395781426972327,2.335686010571797,0.0
27,2.757324436999776,2.54344237267827,1.0
28,-0.7753150209425563,3.0410436937416714,1.0
29,1.049988556551615,1.5994669606212575,0.0
30,2.029466367857191,2.2271500383889777,1.0
31,1.6724750893491682,3.306311059653168,1.0
32,-1.3618996581630993,3.0338823698278263,1.0
33,1.7388203139885756,1.5497650114377999,0.0
34,-0.15601309522551732,2.863099878421578,0.0
35,-1.0004653580996998,2.8756548160431388,0.0
36,0.6608874513372405,2.0900387064359913,0.0
37,1.2185356188138246,2.122683467267199,1.0
38,1.1054349802625398,2.3048914730561756,1.0
39,1.598324442611466,1.532893141505446,1.0
40,-1.503267036422009,2.788190240079796,1.0
41,-0.9759260986250416,2.0867551761116063,1.0
42,2.209723592209108,2.095160259790142,0.0
43,2.157994576906083,2.173176337529287,0.0
44,-0.565547954748642,3.714400152677059,0.0
45,-0.7718680748649583,2.6548894874575693,1.0
46,1.9763568111181815,3.026782610781053,1.0
47,1.1209420402326264,2.355145750725157,0.0
48,1.65074984029965,2.2096965028368785,0.0
49,1.6336985579595016,2.6514683335582307,1.0
50,2.4973845912643187,2.201357077349196,1.0
51,-0.4269196762074833,2.3202420295840067,0.0
52,-1.3653990138793919,2.614030600157725,1.0
53,1.7941411553326443,2.004200686561723,0.0
54,-0.2032251896683458,2.530501168166861,0.0
55,-0.4145150987338788,2.4957714328622997,0.0
56,-0.8558671071882789,2.3947496626665226,1.0
57,1.789346024920343,1.6533156548185364,1.0
58,-1.0735642823929992,3.362253852402749,0.0
59,1.7874867118516833,2.986000807283931,1.0
60,-0.5974731238539512,2.6164979103290427,0.0
61,-0.6683260407128675,2.2601399042775103,0.0
62,-1.8884010109617768,3.223750583672838,0.0
63,1.8712053762130996,2.4069808714776855,1.0
64,2.0916781272896348,2.5542900250638483,1.0
65,-0.2673322794303963,2.848322647483452,1.0
66,1.2295185763381058,1.233916338130163,0.0
67,1.3342774598247393,1.5904543849957653,1.0
68,0.5005528626446294,1.9843022292818877,1.0
69,-0.6948638561081163,1.702876091888594,0.0
70,2.2118779845319825,1.0230540348343664,1.0
71,1.1667679254343795,1.7586305149739272,0.0
72,-0.8679950908635956,3.2685194908869537,0.0
73,2.836135257910729,1.8371730545347338,1.0
74,1.5308680254895841,2.239623369200788,0.0
75,1.7119745169224851,2.0865669606422275,0.0
76,-1.3951691662274075,3.600094073322763,0.0
77,-1.1478339404551452,2.595439340679069,1.0
78,-0.9611640713051797,2.6496209655350014,0.0
79,-0.7805605627319144,2.1479493251651487,1.0
80,-0.6113488018040579,2.6299652166236047,0.0
81,1.5121749613713815,1.9654177221272295,1.0
82,2.0563292433527494,1.6686892828069884,1.0
83,-1.037642475045057,2.430634796272889,1.0
84,-1.1958303758626545,2.5516232365720115,1.0
85,2.1301258735117017,1.8514680505265861,1.0
86,-1.2126615683910245,3.742205624442561,0.0
87,-0.811089436043647,3.059190130999262,1.0
88,-0.8250387559660718,2.859738746887718,1.0
89,-0.627451644827714,2.799056123110996,1.0
90,-0.5467257997933526,2.381355186120034,1.0
91,2.0406191358604544,1.6546743832195618,0.0
92,-0.03954385718912623,2.346907591308888,1.0
93,2.857921667923959,2.6632382785342172,1.0
94,2.9607946519688153,1.9129913463967598,0.0
95,2.4246138391313554,1.6124430676649184,1.0
96,-1.1462306425766347,1.597546031114931,1.0
97,1.7909251042986676,2.4973811242970028,1.0
98,-1.2006722131285885,2.481388488062331,0.0
99,-0.1968969674322757,2.447698515417812,0.0
100,-0.32750279516305125,3.054257349242425,0.0
101,-1.1505784003246917,3.0280367550386926,0.0
102,2.2088735559370027,1.9281829165489874,1.0
103,-0.6325008378685795,3.205211801501542,0.0
104,-0.729747223926319,2.25028674932091,0.0
105,1.3981925120717544,1.853427342452674,1.0
106,-0.6921825263791974,1.7388993920879985,0.0
107,1.822493663500553,3.2590609261701817,1.0
108,-0.4070871005170464,2.8449308246915477,0.0
109,-0.16333377243694447,2.4862902715164994,1.0
110,-1.486279377622997,2.906773860231716,0.0
111,-0.7349526323178083,3.1310055901560125,1.0
112,-1.7279628201164259,3.1073947987429076,1.0
113,1.9087135776721833,2.3368401363385414,0.0
114,-0.5927942197168389,2.7413745673701415,1.0
115,1.0330521359585005,1.6804048429621865,0.0
116,-1.167202355150423,2.4874483030305305,1.0
117,-1.57043801214592,3.3661265354142182,0.0
118,1.927586338901869,2.5126801040045192,0.0
119,1.63821255627239,1.7143100598066496,1.0
120,-0.03782731816837914,2.444121793174962,0.0
121,-0.6813895308457707,3.2540327165378815,0.0
122,-1.0653403135369746,2.451015728749881,0.0
123,1.2623057273144287,2.5130475498336144,0.0
