benchmark,case,precision,input_size,time_ms,time_ms_stddev,time_ms_min,time_ms_max,time_ms_runs,device_allocation_bytes,device_allocation_mib,speedup_vs_double,speedup_vs_double_stddev,time_ratio_vs_double,time_ratio_vs_double_stddev,memory_ratio_vs_double,relative_residual,relative_error,solution_l2_error_vs_double,solution_linf_error_vs_double,output_delta_mse_vs_double,output_delta_l2_error_vs_double,output_delta_linf_error_vs_double,output_l2_error_vs_double,output_linf_error_vs_double,warmup_runs,measured_runs
dense_lu,double,double,5000,397.281128,2.39448039,395.785828,400.042877,3,200020016,190.753952,1,0,1,0,1,6.307961e-15,6.322394e-15,0,0,,,,,,1,3
dense_lu,digit1_1,mixed,5000,186.545614,2.22970899,183.971268,187.866852,3,50020016,47.702805,2.12967284,0.0285083504,0.46955569,0.00628559368,0.250075052,2.963313e-04,2.967942e-04,0.000296794173,0.000574280328,,,,,,1,3
dense_lu,digit1_10,mixed,5000,238.113235,1.33294552,236.574371,238.908478,3,100020016,95.38652,1.66845462,0.013724374,0.599357025,0.004930191,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_2,mixed,5000,237.735926,1.47421255,236.074112,238.886337,3,100020016,95.38652,1.67110262,0.0144509118,0.598407297,0.0051747457,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_3,mixed,5000,237.513331,1.69143241,235.565475,238.611099,3,100020016,95.38652,1.67266876,0.0156053271,0.597847001,0.0055776722,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_4,mixed,5000,237.915268,1.77139093,235.876678,239.079269,3,100020016,95.38652,1.66984293,0.0159958213,0.598858721,0.00573660965,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_5,mixed,5000,237.583405,2.23161542,235.009308,238.973541,3,100020016,95.38652,1.67217541,0.0186621651,0.598023385,0.00667418685,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_6,mixed,5000,235.096232,0.0458920763,235.048325,235.139801,3,100020016,95.38652,1.68986599,0.0101904479,0.591762899,0.00356852498,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_7,mixed,5000,236.136485,2.00148907,234.770233,238.433914,3,100020016,95.38652,1.68242162,0.0174979183,0.594381329,0.00618182494,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_8,mixed,5000,238.77774,0.628080925,238.05571,239.19783,3,100020016,95.38652,1.66381141,0.0109414756,0.601029657,0.00395246197,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit1_9,mixed,5000,238.477402,0.253244756,238.20784,238.710342,3,100020016,95.38652,1.66590681,0.0101953557,0.600273673,0.00367367706,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_1,mixed,5000,185.403748,2.16176582,183.752869,187.850662,3,50020016,47.702805,2.14278909,0.0281250431,0.466681488,0.00612539845,0.250075052,2.963313e-04,2.967942e-04,0.000296794173,0.000574280328,,,,,,1,3
dense_lu,digit2_10,mixed,5000,237.390315,1.54735858,235.678406,238.689377,3,100020016,95.38652,1.67353554,0.0148571646,0.597537356,0.00530476389,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_2,mixed,5000,238.350088,0.439907188,237.843033,238.629883,3,100020016,95.38652,1.66679665,0.0105065228,0.59995321,0.00378175832,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_3,mixed,5000,235.509171,0.860035425,234.579361,236.276154,3,100020016,95.38652,1.686903,0.0118878797,0.592802312,0.00417757426,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_4,mixed,5000,236.637634,2.42546901,234.878433,239.40451,3,100020016,95.38652,1.6788586,0.0199624323,0.595642776,0.00708247768,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_5,mixed,5000,238.713282,0.105360497,238.63623,238.833344,3,100020016,95.38652,1.66426068,0.0100576395,0.600867409,0.00363122669,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_6,mixed,5000,236.581192,1.79209343,234.976761,238.515198,3,100020016,95.38652,1.67925914,0.0162556105,0.595500705,0.00576458233,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_7,mixed,5000,235.129003,0.753323871,234.307236,235.786911,3,100020016,95.38652,1.68963047,0.0115330834,0.591845387,0.00403981957,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_8,mixed,5000,237.570765,1.69162937,235.626755,238.707779,3,100020016,95.38652,1.67226438,0.0156004151,0.597991569,0.00557861354,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
dense_lu,digit2_9,mixed,5000,236.811966,1.63902692,235.195068,238.47226,3,100020016,95.38652,1.67762269,0.0153967018,0.596081589,0.00547065233,0.500050035,1.793908e-06,1.793965e-06,1.79396463e-06,3.36493865e-06,,,,,,1,3
