0	323.75
1	323.75
2	323.75
3	323.75
4	323.75
5	323.75
6	323.75
7	324
8	324
9	324
10	324
11	324
12	324
13	324
14	324
15	324
16	324
17	324
18	324
19	324
20	324
21	324
22	324
23	324
24	324
25	324
26	324
27	324
28	324
29	324
30	324
31	324
32	324
33	324
34	324
35	324
36	324
37	324
38	324
39	324
40	324
41	324
42	324
43	324
44	324
45	324
46	324
47	324
48	324.25
49	324.25
50	324.25
51	324.25
52	324.25
53	324.25
54	324.25
55	324.25
56	324.25
57	324.25
58	324.25
59	324.25
60	324.25
61	324.25
62	324.25
63	324.25
64	324.25
65	324.25
66	324.25
67	324.25
68	324.25
69	324.25
70	324.25
71	324.25
72	324.25
73	324.25
74	324.25
75	324.25
76	324.25
77	324.25
78	324.25
79	324.25
80	324.25
81	324.25
82	324.25
83	324.25
84	324.25
85	324.5
86	324.5
87	324.5
88	324.5
89	324.5
90	324.5
91	324.5
92	324.5
93	324.5
94	324.5
95	324.5
96	324.5
97	324.5
98	324.5
99	324.5
100	324.5
101	324.5
102	324.5
103	324.5
104	324.5
105	324.5
106	324.5
107	324.5
108	324.5
109	324.5
110	324.5
111	324.5
112	324.5
113	324.5
114	324.5
115	324.5
116	324.75
117	324.75
118	324.75
119	324.75
120	324.75
121	324.75
122	324.75
123	324.75
124	324.75
125	324.75
126	324.75
127	324.75
128	324.75
129	324.75
130	324.75
131	324.75
132	324.75
133	324.75
134	324.75
135	324.75
136	324.75
137	324.75
138	325
139	325
140	325
141	325
142	325
143	325
144	325
145	325
146	325
147	325
148	325
149	325
150	325
151	325
152	325
153	325
154	325.25
155	325.25
156	325.25
157	325.25
158	325.25
159	325.25
160	325.25
161	325.25
162	325.25
163	325.25
164	325.25
165	325.25
166	325.25
167	325.25
168	325.25
169	325.5
170	325.5
171	325.5
172	325.5
173	325.5
174	325.5
175	325.5
176	325.5
177	325.5
178	325.5
179	325.5
180	325.5
181	325.5
182	325.5
183	325.5
184	325.5
185	325.75
186	325.75
187	325.75
188	325.75
189	325.75
190	325.75
191	325.75
192	325.75
193	325.75
194	325.75
195	325.75
196	325.75
197	325.75
198	325.75
199	325.75
200	326
201	326
202	326
203	326
204	326
205	326
206	326
207	326
208	326
209	326.25
210	326.25
211	326.25
212	326.25
213	326.25
214	326.5
215	326.5
216	326.5
217	326.5
218	326.75
219	326.75
220	326.75
221	327
222	327
223	327.25
224	327.25
225	327.5
226	327.5
227	327.75
228	328
229	328
230	328.25
231	328.25
232	328.5
233	328.5
234	328.75
235	328.75
236	328.75
237	328.75
238	328.75
239	329
240	329
241	329
242	329
243	329
244	329
245	329
246	329
247	329
248	329
249	329
250	329
251	328.75
252	328.75
253	328.75
254	328.5
255	328.5
256	328.5
257	328.25
258	328.25
259	328.25
260	328.25
261	328
262	328
263	328
264	328
265	328
266	328
267	328
268	328
269	328
270	328
271	328.25
272	328.25
273	328.25
274	328.25
275	328.5
276	328.5
277	328.5
278	328.75
279	328.75
280	329
281	329.25
282	329.25
283	329.5
284	329.75
285	330
286	330.25
287	330.5
288	331
289	331.25
290	331.75
291	332.25
292	332.75
293	333.25
294	334
295	334.5
296	335.25
297	336.25
298	337
299	337.75
300	338.5
301	339
302	339.75
303	340.25
304	340.5
305	341
306	341.5
307	341.75
308	342
309	342.25
310	342.5
311	342.75
312	343
313	343
314	343.25
315	343.5
316	343.5
317	343.5
318	343.75
319	343.75
320	343.75
321	344
322	344
323	344
324	344
325	344
326	344
327	344
328	344
329	343.75
330	343.75
331	343.75
332	343.75
333	343.5
334	343.5
335	343.25
336	343.25
337	343
338	343
339	342.75
340	342.5
341	342.25
342	342
343	341.75
344	341.5
345	341.25
346	340.75
347	340.25
348	340
349	339.5
350	338.75
351	338.25
352	337.5
353	336.75
354	336
355	335
356	334.25
357	333.25
358	332.75
359	332
360	331.5
361	330.75
362	330.5
363	330
364	329.5
365	329.25
366	328.75
367	328.5
368	328.25
369	328
370	327.75
371	327.5
372	327.25
373	327.25
374	327
375	326.75
376	326.75
377	326.5
378	326.5
379	326.25
380	326.25
381	326.25
382	326
383	326
384	326
385	325.75
386	325.75
387	325.75
388	325.75
389	325.75
390	325.5
391	325.5
392	325.5
393	325.5
394	325.5
395	325.25
396	325.25
397	325.25
398	325.25
399	325.25
400	325.25
401	325.25
402	325.25
403	325
404	325
405	325
406	325
407	325
408	325
409	325
410	325
411	325
412	325
413	325
414	325
415	324.75
416	324.75
417	324.75
418	324.75
419	324.75
420	324.75
421	324.75
422	324.75
423	324.75
424	324.75
425	324.75
426	324.75
427	324.75
428	324.75
429	324.75
430	324.75
431	324.75
432	324.75
433	324.5
434	324.5
435	324.5
436	324.5
437	324.5
438	324.5
439	324.5
440	324.5
441	324.5
442	324.5
443	324.5
444	324.5
445	324.5
446	324.5
447	324.5
448	324.5
449	324.5
450	324.5
451	324.5
452	324.5
453	324.5
454	324.5
455	324.5
456	324.5
457	324.5
458	324.25
459	324.25
460	324.25
461	324.25
462	324.25
463	324.25
464	324.25
465	324.25
466	324.25
467	324.25
468	324.25
469	324.25
470	324.25
471	324.25
472	324.25
473	324.25
474	324.25
475	324.25
476	324.25
477	324.25
478	324.25
479	324.25
480	324.25
481	324.25
482	324.25
483	324.25
484	324.25
485	324.25
486	324.25
487	324.25
488	324.25
489	324
490	324
491	324
492	324
493	324
494	324
495	324
496	324
497	324
498	324
499	324
500	324
501	324
502	324
503	324
504	324
505	324
506	324
507	324
508	324
509	324
510	324
511	324
512	323.75
513	323.75
514	323.75
515	323.75
516	323.75
517	323.75
518	323.75
519	324
520	324
521	324
522	324
523	324
524	324
525	324
526	324
527	324
528	324
529	324
530	324
531	324
532	324
533	324
534	324
535	324
536	324
537	324
538	324
539	324
540	324
541	324
542	324
543	324
544	324
545	324
546	324
547	324
548	324
549	324
550	324
551	324
552	324
553	324
554	324
555	324
556	324
557	324
558	324
559	324
560	324.25
561	324.25
562	324.25
563	324.25
564	324.25
565	324.25
566	324.25
567	324.25
568	324.25
569	324.25
570	324.25
571	324.25
572	324.25
573	324.25
574	324.25
575	324.25
576	324.25
577	324.25
578	324.25
579	324.25
580	324.25
581	324.25
582	324.25
583	324.25
584	324.25
585	324.25
586	324.25
587	324.25
588	324.25
589	324.25
590	324.25
591	324.25
592	324.25
593	324.25
594	324.25
595	324.25
596	324.25
597	324.5
598	324.5
599	324.5
600	324.5
601	324.5
602	324.5
603	324.5
604	324.5
605	324.5
606	324.5
607	324.5
608	324.5
609	324.5
610	324.5
611	324.5
612	324.5
613	324.5
614	324.5
615	324.5
616	324.5
